Source,Target,inflow,weight
CAR,45,930,0.093
EUR,45,3530,0.353
ISL,45,325,0.0325
NAM,45,975,0.0975
OCE,45,239,0.0239
SAM,45,753,0.0753
1,46,41,0.0041
10,46,0,0
11,46,5,5e-04
12,46,443,0.0443
13,46,213,0.0213
15,46,99,0.0099
16,46,86,0.0086
17,46,452,0.0452
18,46,423,0.0423
19,46,2797,0.2797
2,46,266,0.0266
20,46,611,0.0611
21,46,51,0.0051
22,46,306,0.0306
23,46,8,8e-04
24,46,162,0.0162
25,46,114,0.0114
26,46,136,0.0136
27,46,4527,0.4527
28,46,36,0.0036
29,46,263,0.0263
30,46,457,0.0457
31,46,2211,0.2211
32,46,364,0.0364
33,46,25,0.0025
34,46,46,0.0046
35,46,211,0.0211
36,46,348,0.0348
37,46,272,0.0272
38,46,2129,0.2129
39,46,261,0.0261
4,46,1033,0.1033
40,46,267,0.0267
41,46,132,0.0132
42,46,131,0.0131
44,46,79,0.0079
45,46,203,0.0203
47,46,509,0.0509
48,46,1399,0.1399
49,46,297,0.0297
5,46,106,0.0106
50,46,29,0.0029
51,46,537,0.0537
53,46,493,0.0493
54,46,38,0.0038
55,46,680,0.068
56,46,1493,0.1493
6,46,2503,0.2503
72,46,66,0.0066
8,46,1293,0.1293
9,46,7,7e-04
AFR,46,404,0.0404
ASI,46,1725,0.1725
CAM,46,351,0.0351
CAR,46,56,0.0056
EUR,46,515,0.0515
ISL,46,30,0.003
NAM,46,120,0.012
OCE,46,22,0.0022
SAM,46,161,0.0161
1,47,8697,0.8697
10,47,385,0.0385
11,47,574,0.0574
12,47,17497,1.7497
13,47,15660,1.566
15,47,738,0.0738
16,47,931,0.0931
17,47,9579,0.9579
18,47,5466,0.5466
19,47,798,0.0798
2,47,1063,0.1063
20,47,1689,0.1689
21,47,11966,1.1966
22,47,3158,0.3158
23,47,928,0.0928
24,47,1826,0.1826
25,47,2155,0.2155
26,47,5476,0.5476
27,47,1616,0.1616
28,47,9307,0.9307
29,47,3568,0.3568
30,47,266,0.0266
31,47,507,0.0507
32,47,653,0.0653
33,47,248,0.0248
34,47,1300,0.13
35,47,380,0.038
36,47,4836,0.4836
37,47,10060,1.006
38,47,186,0.0186
39,47,5662,0.5662
4,47,2554,0.2554
40,47,1963,0.1963
41,47,797,0.0797
42,47,3105,0.3105
44,47,250,0.025
45,47,4387,0.4387
46,47,296,0.0296
48,47,11439,1.1439
49,47,613,0.0613
5,47,5796,0.5796
50,47,316,0.0316
51,47,7832,0.7832
53,47,1947,0.1947
54,47,1238,0.1238
55,47,1675,0.1675
56,47,203,0.0203
6,47,9041,0.9041
72,47,655,0.0655
8,47,1946,0.1946
9,47,1045,0.1045
AFR,47,2150,0.215
ASI,47,10019,1.0019
CAM,47,4480,0.448
CAR,47,889,0.0889
EUR,47,4462,0.4462
ISL,47,308,0.0308
NAM,47,901,0.0901
OCE,47,584,0.0584
SAM,47,1069,0.1069
1,48,7839,0.7839
10,48,1219,0.1219
11,48,1425,0.1425
12,48,33704,3.3704
13,48,18746,1.8746
15,48,4807,0.4807
16,48,2155,0.2155
17,48,24393,2.4393
18,48,9323,0.9323
19,48,6055,0.6055
2,48,5025,0.5025
20,48,10418,1.0418
21,48,6376,0.6376
22,48,28288,2.8288
23,48,1066,0.1066
24,48,9792,0.9792
25,48,6180,0.618
26,48,9946,0.9946
27,48,6935,0.6935
28,48,10401,1.0401
29,48,15174,1.5174
30,48,1127,0.1127
31,48,4061,0.4061
32,48,7863,0.7863
33,48,1315,0.1315
34,48,8503,0.8503
35,48,17518,1.7518
36,48,21083,2.1083
37,48,14651,1.4651
38,48,1231,0.1231
39,48,11887,1.1887
4,48,18055,1.8055
40,48,26127,2.6127
41,48,3994,0.3994
42,48,11892,1.1892
44,48,1138,0.1138
45,48,6928,0.6928
46,48,1433,0.1433
47,48,14342,1.4342
49,48,6868,0.6868
5,48,13600,1.36
50,48,439,0.0439
51,48,17168,1.7168
53,48,11835,1.1835
54,48,1823,0.1823
55,48,6078,0.6078
56,48,2149,0.2149
6,48,66399,6.6399
72,48,6722,0.6722
8,48,20099,2.0099
9,48,2645,0.2645
AFR,48,16919,1.6919
ASI,48,75184,7.5184
CAM,48,64616,6.4616
CAR,48,6781,0.6781
EUR,48,23497,2.3497
ISL,48,2319,0.2319
NAM,48,5946,0.5946
OCE,48,3181,0.3181
SAM,48,12707,1.2707
1,49,487,0.0487
10,49,92,0.0092
11,49,312,0.0312
12,49,2428,0.2428
13,49,1740,0.174
15,49,1497,0.1497
16,49,7104,0.7104
17,49,1393,0.1393
18,49,990,0.099
19,49,314,0.0314
2,49,1477,0.1477
20,49,471,0.0471
21,49,524,0.0524
22,49,429,0.0429
23,49,146,0.0146
24,49,630,0.063
25,49,982,0.0982
26,49,1042,0.1042
27,49,793,0.0793
28,49,609,0.0609
29,49,1801,0.1801
30,49,1752,0.1752
31,49,496,0.0496
32,49,5703,0.5703
33,49,85,0.0085
34,49,751,0.0751
35,49,1404,0.1404
36,49,2239,0.2239
37,49,1335,0.1335
38,49,748,0.0748
39,49,1531,0.1531
4,49,7673,0.7673
40,49,1018,0.1018
41,49,2739,0.2739
42,49,1484,0.1484
44,49,157,0.0157
45,49,969,0.0969
46,49,282,0.0282
47,49,1032,0.1032
48,49,6335,0.6335
5,49,634,0.0634
50,49,186,0.0186
51,49,2190,0.219
53,49,4992,0.4992
54,49,100,0.01
55,49,810,0.081
56,49,2572,0.2572
6,49,17276,1.7276
72,49,161,0.0161
8,49,4623,0.4623
9,49,425,0.0425
AFR,49,1084,0.1084
ASI,49,6239,0.6239
CAM,49,3702,0.3702
CAR,49,366,0.0366
EUR,49,3790,0.379
ISL,49,88,0.0088
NAM,49,964,0.0964
OCE,49,1097,0.1097
SAM,49,4590,0.459
1,50,43,0.0043
10,50,31,0.0031
11,50,156,0.0156
12,50,923,0.0923
13,50,138,0.0138
15,50,42,0.0042
16,50,57,0.0057
17,50,405,0.0405
18,50,32,0.0032
19,50,103,0.0103
2,50,69,0.0069
20,50,20,0.002
21,50,121,0.0121
22,50,33,0.0033
23,50,713,0.0713
24,50,489,0.0489
25,50,3710,0.371
26,50,276,0.0276
27,50,24,0.0024
28,50,15,0.0015
29,50,78,0.0078
30,50,166,0.0166
31,50,63,0.0063
32,50,123,0.0123
33,50,2960,0.296
34,50,1006,0.1006
35,50,70,0.007
36,50,3056,0.3056
37,50,431,0.0431
38,50,19,0.0019
39,50,223,0.0223
4,50,138,0.0138
40,50,9,9e-04
41,50,291,0.0291
42,50,793,0.0793
44,50,394,0.0394
45,50,83,0.0083
46,50,141,0.0141
47,50,140,0.014
48,50,356,0.0356
49,50,190,0.019
5,50,4,4e-04
51,50,399,0.0399
53,50,372,0.0372
54,50,44,0.0044
55,50,44,0.0044
56,50,116,0.0116
6,50,1011,0.1011
72,50,85,0.0085
8,50,551,0.0551
9,50,1145,0.1145
AFR,50,57,0.0057
ASI,50,1231,0.1231
CAM,50,116,0.0116
CAR,50,78,0.0078
EUR,50,595,0.0595
ISL,50,26,0.0026
NAM,50,353,0.0353
OCE,50,61,0.0061
SAM,50,61,0.0061
1,51,3050,0.305
10,51,1283,0.1283
11,51,10617,1.0617
12,51,21002,2.1002
13,51,9209,0.9209
15,51,3333,0.3333
16,51,367,0.0367
17,51,6778,0.6778
18,51,2492,0.2492
19,51,950,0.095
2,51,1770,0.177
20,51,1828,0.1828
21,51,3363,0.3363
22,51,2423,0.2423
23,51,1060,0.106
24,51,27553,2.7553
25,51,4448,0.4448
26,51,3414,0.3414
27,51,2271,0.2271
28,51,1354,0.1354
29,51,2792,0.2792
30,51,254,0.0254
31,51,988,0.0988
32,51,1329,0.1329
33,51,742,0.0742
34,51,8890,0.889
35,51,1288,0.1288
36,51,15267,1.5267
37,51,22097,2.2097
38,51,563,0.0563
39,51,6331,0.6331
4,51,3064,0.3064
40,51,2112,0.2112
41,51,733,0.0733
42,51,13570,1.357
44,51,1485,0.1485
45,51,7616,0.7616
46,51,176,0.0176
47,51,6556,0.6556
48,51,14922,1.4922
49,51,2084,0.2084
5,51,695,0.0695
50,51,586,0.0586
53,51,4723,0.4723
54,51,6499,0.6499
55,51,1498,0.1498
56,51,153,0.0153
6,51,17723,1.7723
72,51,1880,0.188
8,51,3753,0.3753
9,51,3742,0.3742
AFR,51,6130,0.613
ASI,51,33951,3.3951
CAM,51,6025,0.6025
CAR,51,1518,0.1518
EUR,51,14547,1.4547
ISL,51,620,0.062
NAM,51,1071,0.1071
OCE,51,1637,0.1637
SAM,51,4190,0.419
1,53,1110,0.111
10,53,393,0.0393
11,53,628,0.0628
12,53,8640,0.864
13,53,5069,0.5069
15,53,4626,0.4626
16,53,10513,1.0513
17,53,6835,0.6835
18,53,1509,0.1509
19,53,1193,0.1193
2,53,5264,0.5264
20,53,2211,0.2211
21,53,1394,0.1394
22,53,1069,0.1069
23,53,571,0.0571
24,53,2826,0.2826
25,53,3074,0.3074
26,53,3357,0.3357
27,53,3346,0.3346
28,53,555,0.0555
29,53,2991,0.2991
30,53,4295,0.4295
31,53,848,0.0848
32,53,4288,0.4288
33,53,439,0.0439
34,53,2688,0.2688
35,53,1907,0.1907
36,53,5809,0.5809
37,53,5272,0.5272
38,53,1356,0.1356
39,53,3101,0.3101
4,53,11012,1.1012
40,53,2822,0.2822
41,53,28870,2.887
42,53,2927,0.2927
44,53,648,0.0648
45,53,2516,0.2516
46,53,1075,0.1075
47,53,2000,0.2
48,53,13761,1.3761
49,53,5762,0.5762
5,53,1229,0.1229
50,53,529,0.0529
51,53,5717,0.5717
54,53,435,0.0435
55,53,2630,0.263
56,53,783,0.0783
6,53,45354,4.5354
72,53,452,0.0452
8,53,7731,0.7731
9,53,1127,0.1127
AFR,53,3723,0.3723
ASI,53,31496,3.1496
CAM,53,6634,0.6634
CAR,53,327,0.0327
EUR,53,9947,0.9947
ISL,53,963,0.0963
NAM,53,3267,0.3267
OCE,53,2014,0.2014
SAM,53,1992,0.1992
1,54,268,0.0268
10,54,198,0.0198
11,54,581,0.0581
12,54,2596,0.2596
13,54,921,0.0921
15,54,0,0
16,54,94,0.0094
17,54,308,0.0308
18,54,536,0.0536
19,54,52,0.0052
2,54,622,0.0622
20,54,119,0.0119
21,54,1596,0.1596
22,54,115,0.0115
23,54,135,0.0135
24,54,6202,0.6202
25,54,170,0.017
26,54,726,0.0726
27,54,139,0.0139
28,54,172,0.0172
29,54,255,0.0255
30,54,89,0.0089
31,54,97,0.0097
32,54,51,0.0051
33,54,156,0.0156
34,54,739,0.0739
35,54,115,0.0115
36,54,876,0.0876
37,54,2431,0.2431
38,54,25,0.0025
39,54,7151,0.7151
4,54,110,0.011
40,54,165,0.0165
41,54,91,0.0091
42,54,4680,0.468
44,54,59,0.0059
45,54,982,0.0982
46,54,26,0.0026
47,54,1132,0.1132
48,54,1366,0.1366
49,54,205,0.0205
5,54,167,0.0167
50,54,24,0.0024
51,54,6062,0.6062
53,54,163,0.0163
55,54,193,0.0193
56,54,0,0
6,54,1225,0.1225
72,54,226,0.0226
8,54,458,0.0458
9,54,352,0.0352
AFR,54,315,0.0315
ASI,54,1731,0.1731
CAM,54,246,0.0246
CAR,54,92,0.0092
EUR,54,742,0.0742
ISL,54,4,4e-04
NAM,54,89,0.0089
OCE,54,36,0.0036
SAM,54,31,0.0031
1,55,538,0.0538
10,55,122,0.0122
11,55,260,0.026
12,55,4305,0.4305
13,55,1524,0.1524
15,55,496,0.0496
16,55,383,0.0383
17,55,27148,2.7148
18,55,2542,0.2542
19,55,4469,0.4469
2,55,489,0.0489
20,55,554,0.0554
21,55,882,0.0882
22,55,553,0.0553
23,55,433,0.0433
24,55,556,0.0556
25,55,755,0.0755
26,55,5389,0.5389
27,55,18205,1.8205
28,55,618,0.0618
29,55,1776,0.1776
30,55,338,0.0338
31,55,521,0.0521
32,55,806,0.0806
33,55,233,0.0233
34,55,869,0.0869
35,55,504,0.0504
36,55,1820,0.182
37,55,2030,0.203
38,55,661,0.0661
39,55,2486,0.2486
4,55,2621,0.2621
40,55,990,0.099
41,55,752,0.0752
42,55,1625,0.1625
44,55,87,0.0087
45,55,742,0.0742
46,55,383,0.0383
47,55,1829,0.1829
48,55,4436,0.4436
49,55,1107,0.1107
5,55,623,0.0623
50,55,85,0.0085
51,55,1747,0.1747
53,55,1879,0.1879
54,55,200,0.02
56,55,291,0.0291
6,55,5747,0.5747
72,55,1121,0.1121
8,55,1946,0.1946
9,55,432,0.0432
AFR,55,950,0.095
ASI,55,9605,0.9605
CAM,55,1512,0.1512
CAR,55,476,0.0476
EUR,55,4312,0.4312
ISL,55,100,0.01
NAM,55,602,0.0602
OCE,55,463,0.0463
SAM,55,916,0.0916
1,56,177,0.0177
10,56,37,0.0037
11,56,6,6e-04
12,56,604,0.0604
13,56,232,0.0232
15,56,125,0.0125
16,56,1211,0.1211
17,56,391,0.0391
18,56,255,0.0255
19,56,296,0.0296
2,56,231,0.0231
20,56,230,0.023
21,56,144,0.0144
22,56,259,0.0259
23,56,169,0.0169
24,56,54,0.0054
25,56,115,0.0115
26,56,313,0.0313
27,56,432,0.0432
28,56,0,0
29,56,433,0.0433
30,56,1210,0.121
31,56,787,0.0787
32,56,346,0.0346
33,56,2,2e-04
34,56,93,0.0093
35,56,474,0.0474
36,56,341,0.0341
37,56,165,0.0165
38,56,622,0.0622
39,56,143,0.0143
4,56,800,0.08
40,56,281,0.0281
41,56,758,0.0758
42,56,485,0.0485
44,56,3,3e-04
45,56,61,0.0061
46,56,715,0.0715
47,56,193,0.0193
48,56,2037,0.2037
49,56,1705,0.1705
5,56,242,0.0242
50,56,19,0.0019
51,56,376,0.0376
53,56,1135,0.1135
54,56,43,0.0043
55,56,376,0.0376
6,56,2327,0.2327
72,56,21,0.0021
8,56,4746,0.4746
9,56,87,0.0087
AFR,56,216,0.0216
ASI,56,974,0.0974
CAM,56,432,0.0432
CAR,56,34,0.0034
EUR,56,391,0.0391
ISL,56,36,0.0036
NAM,56,60,0.006
OCE,56,31,0.0031
SAM,56,62,0.0062
